0.246508,0.0586647
0.253625,0.0559804
0.260743,0.0558087
0.267955,0.0505801
0.275262,0.0468439
0.282569,0.0458363
0.289961,0.0420486
0.29744,0.0404614
0.304919,0.0405369
0.312474,0.0390269
0.320106,0.0382316
0.327739,0.0400108
0.335439,0.0372792
0.343206,0.0368372
0.350974,0.0382363
0.3588,0.0328718
0.366684,0.028552
0.374568,0.0258871
0.382501,0.015003
0.390482,0.0107525
0.398464,0.00720421
0.406485,-0.000344938
0.414545,-0.00711672
0.422605,-0.00720257
0.430694,-0.0148635
0.438813,-0.0191011
0.446932,-0.0214394
0.45507,-0.0264536
0.463228,-0.0297582
0.471387,-0.0328275
0.479555,-0.036244
0.487733,-0.0389221
0.495911,-0.0404246
0.504089,-0.0415984
0.512267,-0.0441853
0.520445,-0.0448973
0.528613,-0.0469451
0.536772,-0.0489908
0.54493,-0.0493845
0.553068,-0.050675
0.561187,-0.0522154
0.569306,-0.0527557
0.577395,-0.054902
0.585455,-0.0553811
0.593515,-0.0557834
0.601536,-0.0565888
0.609518,-0.0569955
0.617499,-0.056874
0.625432,-0.0571413
0.633316,-0.0572434
0.6412,-0.0570141
0.649026,-0.0569764
0.656794,-0.0568849
0.664561,-0.0566924
0.672261,-0.0562999
0.679894,-0.0558746
0.687526,-0.0555073
0.695081,-0.0545281
0.70256,-0.0541748
0.710039,-0.0539192
0.717431,-0.0529417
0.724738,-0.0522626
0.732045,-0.0518826
0.739257,-0.050528
0.746375,-0.0502842
0.753492,-0.0495031
0.760507,-0.0483724
0.767418,-0.04698
0.774329,-0.0463771
0.781129,-0.0448916
0.787818,-0.0440109
0.794506,-0.0432369
0.802687,-0.0415033
0.81236,-0.0404139
0.821843,-0.0385406
0.831134,-0.0363981
0.840223,-0.0348074
0.84911,-0.0324756
0.857784,-0.0297795
0.866245,-0.0280104
0.874483,-0.0246961
0.882498,-0.0223123
0.89028,-0.0181571
0.897829,-0.015025
0.905137,-0.0125369
0.912202,-0.00952338
0.919017,-0.00461082
0.925582,-2.26984e-05
0.931888,0.00351025
0.937937,0.0045716
