0,1, 1, 1, 1, 0.00149057, 0.000367683
1000,0.110058, 0.112514, 0.0592772, 0.114272, 0.0759548, 0.00608473
2000,0.0718913, 0.0773905, 0.0344915, 0.0768953, 0.0779089, 0.0084301
